# Program:featureCounts v2.1.1; Command:"featureCounts" "-a" "analyses/03_annotation/prokka/pacbio_prokka/E745.gff" "-o" "analyses/06_read_counting/featurecounts/gene_counts.txt" "-T" "4" "-p" "-t" "CDS" "-g" "ID" "analyses/05_mapping/bowtie2/bam/ERR1797969.subsampled.sorted.bam" "analyses/05_mapping/bowtie2/bam/ERR1797970.subsampled.sorted.bam" "analyses/05_mapping/bowtie2/bam/ERR1797971.subsampled.sorted.bam" "analyses/05_mapping/bowtie2/bam/ERR1797972.subsampled.sorted.bam" "analyses/05_mapping/bowtie2/bam/ERR1797973.subsampled.sorted.bam" "analyses/05_mapping/bowtie2/bam/ERR1797974.subsampled.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	analyses/05_mapping/bowtie2/bam/ERR1797969.subsampled.sorted.bam	analyses/05_mapping/bowtie2/bam/ERR1797970.subsampled.sorted.bam	analyses/05_mapping/bowtie2/bam/ERR1797971.subsampled.sorted.bam	analyses/05_mapping/bowtie2/bam/ERR1797972.subsampled.sorted.bam	analyses/05_mapping/bowtie2/bam/ERR1797973.subsampled.sorted.bam	analyses/05_mapping/bowtie2/bam/ERR1797974.subsampled.sorted.bam
E745_01556	CP014529.1	1572285	1572653	+	369	6	6	2	33	22	37
E745_01557	CP014529.1	1572598	1572729	+	132	0	0	0	0	0	0
E745_01558	CP014529.1	1572833	1573774	+	942	55	64	39	43	46	31
E745_01559	CP014529.1	1573843	1574574	+	732	89	80	81	52	48	37
E745_01560	CP014529.1	1574718	1576898	+	2181	97	89	120	168	139	136
E745_01561	CP014529.1	1576918	1577400	+	483	40	72	62	92	77	63
E745_01562	CP014529.1	1577416	1578177	+	762	32	23	25	71	41	52
E745_01563	CP014529.1	1578308	1579642	+	1335	186	141	180	498	450	450
E745_01564	CP014529.1	1579949	1580434	+	486	121	119	118	100	96	91
E745_01565	CP014529.1	1580427	1581110	+	684	391	408	402	322	235	202
E745_01566	CP014529.1	1581236	1583881	+	2646	186	190	169	209	197	177
E745_01567	CP014529.1	1583926	1584762	+	837	114	118	112	102	86	71
E745_01568	CP014529.1	1584726	1585355	+	630	21	22	23	27	26	20
E745_01569	CP014529.1	1585407	1585739	+	333	469	462	474	93	90	112
E745_01570	CP014529.1	1586051	1586542	+	492	88	87	71	32	30	33
E745_01571	CP014529.1	1586565	1587938	+	1374	257	247	254	186	172	182
E745_01572	CP014529.1	1587938	1588864	+	927	238	257	183	134	143	145
E745_01573	CP014529.1	1588993	1589433	+	441	193	202	214	100	82	79
E745_01574	CP014529.1	1589624	1590919	-	1296	4	10	8	13	22	9
E745_01575	CP014529.1	1591099	1591800	+	702	14	13	14	16	18	14
E745_01576	CP014529.1	1591797	1592918	+	1122	14	10	12	21	16	22
E745_01577	CP014529.1	1592933	1594165	+	1233	40	34	41	40	30	44
E745_01578	CP014529.1	1594297	1595205	+	909	36	18	10	69	100	62
E745_01579	CP014529.1	1595240	1595512	+	273	6	18	7	16	12	14
E745_01580	CP014529.1	1595523	1596569	+	1047	18	21	27	39	50	45
E745_01581	CP014529.1	1596820	1599429	+	2610	68	49	75	138	114	90
E745_01582	CP014529.1	1599580	1600251	-	672	32	28	44	26	19	27
E745_01583	CP014529.1	1600244	1600738	-	495	50	29	60	14	25	29
E745_01584	CP014529.1	1600758	1601978	-	1221	65	92	108	61	73	50
E745_01585	CP014529.1	1602125	1603960	+	1836	136	133	122	283	233	260
E745_01586	CP014529.1	1604054	1605181	-	1128	0	2	0	4	4	4
E745_01587	CP014529.1	1605238	1606191	+	954	19	19	12	20	11	4
E745_01588	CP014529.1	1606347	1607525	-	1179	4	10	12	0	4	9
E745_01589	CP014529.1	1608576	1608989	-	414	98	79	84	30	41	28
E745_01590	CP014529.1	1609445	1609930	-	486	7	8	6	22	8	6
E745_01591	CP014529.1	1610069	1610284	-	216	401	408	414	24	16	4
E745_01592	CP014529.1	1610508	1611308	+	801	0	2	2	0	2	4
E745_01593	CP014529.1	1611327	1613195	+	1869	2	0	0	0	0	2
E745_01594	CP014529.1	1613188	1613679	+	492	0	0	0	0	0	0
E745_01595	CP014529.1	1613667	1614221	+	555	2	0	0	0	6	0
E745_01596	CP014529.1	1614239	1615234	+	996	0	0	0	0	2	0
E745_01597	CP014529.1	1615376	1616626	-	1251	37	32	25	35	26	30
E745_01598	CP014529.1	1617035	1617433	+	399	0	2	0	0	0	2
E745_01599	CP014529.1	1617402	1618112	+	711	0	6	0	8	2	0
E745_01600	CP014529.1	1618706	1619593	-	888	2	8	8	52	56	64
E745_01601	CP014529.1	1619778	1620617	+	840	84	78	78	12	10	12
E745_01602	CP014529.1	1620813	1621787	+	975	7	8	4	2	8	4
E745_01603	CP014529.1	1622085	1622441	+	357	4	2	1	0	2	0
E745_01604	CP014529.1	1622444	1623601	+	1158	28	36	37	8	19	8
E745_01605	CP014529.1	1623627	1624067	-	441	0	0	0	0	0	2
E745_01606	CP014529.1	1624227	1624733	+	507	4	2	2	12	2	10
E745_01607	CP014529.1	1624910	1626814	+	1905	2	3	0	6	0	6
E745_01608	CP014529.1	1626819	1627820	+	1002	2	4	4	0	2	4
E745_01609	CP014529.1	1628022	1628228	-	207	8	16	14	17	12	4
E745_01610	CP014529.1	1628874	1629722	-	849	1	6	2	14	12	10
E745_01611	CP014529.1	1629886	1630788	+	903	2	0	0	0	0	0
E745_01612	CP014529.1	1630790	1631791	+	1002	0	0	0	0	0	0
E745_01613	CP014529.1	1631800	1632072	+	273	0	0	0	0	0	0
E745_01614	CP014529.1	1632105	1632902	+	798	0	0	0	0	0	0
E745_01615	CP014529.1	1632916	1633749	+	834	0	0	0	0	0	0
E745_01616	CP014529.1	1633767	1634624	+	858	0	2	0	0	0	0
E745_01617	CP014529.1	1634646	1635155	+	510	0	2	0	0	0	1
E745_01618	CP014529.1	1635192	1635593	+	402	0	0	0	0	0	1
E745_01619	CP014529.1	1635636	1636058	+	423	0	0	0	2	0	0
E745_01620	CP014529.1	1636092	1636535	+	444	2	0	2	0	0	0
E745_01621	CP014529.1	1636552	1637637	+	1086	0	0	0	0	0	0
E745_01622	CP014529.1	1637630	1638343	+	714	0	2	0	2	1	0
E745_01623	CP014529.1	1638550	1638699	-	150	14	12	6	12	18	8
E745_01624	CP014529.1	1639095	1639295	+	201	401	408	435	727	631	730
E745_01625	CP014529.1	1640328	1640426	+	99	0	0	0	2	2	0
E745_01626	CP014529.1	1640487	1640852	-	366	11	16	11	4	11	10
E745_01627	CP014529.1	1640928	1641173	-	246	26	29	23	26	20	13
E745_01628	CP014529.1	1641243	1641497	-	255	6	19	22	10	6	17
E745_01629	CP014529.1	1641661	1641966	-	306	7	6	2	8	6	2
E745_01631	CP014529.1	1642629	1643126	-	498	82	67	82	0	7	2
E745_01632	CP014529.1	1643166	1643975	-	810	75	71	58	2	3	0
E745_01633	CP014529.1	1644309	1645166	+	858	162	210	207	0	2	2
E745_01634	CP014529.1	1645159	1646061	+	903	135	143	146	0	0	0
E745_01635	CP014529.1	1646094	1646444	+	351	48	24	24	0	0	0
E745_01636	CP014529.1	1646478	1647416	+	939	276	240	200	4	4	0
E745_01637	CP014529.1	1647494	1648387	+	894	691	597	549	4	6	2
E745_01638	CP014529.1	1648425	1648988	+	564	175	137	137	22	16	16
E745_01639	CP014529.1	1649002	1649190	+	189	41	43	25	2	0	1
E745_01640	CP014529.1	1649203	1650105	+	903	1024	986	983	74	49	72
E745_01641	CP014529.1	1650137	1650379	+	243	131	95	115	14	9	8
E745_01642	CP014529.1	1650635	1651006	-	372	0	0	0	2	4	6
E745_01643	CP014529.1	1651642	1651869	-	228	0	0	1	0	7	2
E745_01644	CP014529.1	1651878	1652351	-	474	0	2	0	2	6	14
E745_01645	CP014529.1	1652991	1653164	-	174	0	1	0	2	0	0
E745_01646	CP014529.1	1653581	1654147	+	567	459	400	402	69	50	38
E745_01647	CP014529.1	1654160	1654348	+	189	253	192	191	49	20	14
E745_01648	CP014529.1	1654361	1654918	+	558	441	412	453	49	58	44
E745_01649	CP014529.1	1654950	1655192	+	243	111	63	47	7	12	9
E745_01650	CP014529.1	1655376	1656671	-	1296	2	2	0	0	12	8
E745_01651	CP014529.1	1657055	1658269	+	1215	2	2	0	6	0	8
E745_01652	CP014529.1	1658300	1659727	+	1428	10	18	8	4	6	4
E745_01653	CP014529.1	1659750	1660676	+	927	2	0	3	4	2	0
E745_01654	CP014529.1	1660884	1662344	+	1461	0	2	0	0	0	0
E745_01655	CP014529.1	1662565	1664328	+	1764	17	14	20	218	192	166
E745_01656	CP014529.1	1664514	1664870	+	357	3	4	2	13	15	13
E745_01657	CP014529.1	1664979	1665662	+	684	0	4	2	32	24	30
E745_01658	CP014529.1	1665809	1666423	+	615	52	26	27	154	138	99
E745_01659	CP014529.1	1666439	1666645	+	207	2	0	2	15	14	15
E745_01660	CP014529.1	1667161	1668324	+	1164	31	33	19	28	32	40
E745_01661	CP014529.1	1668416	1669171	+	756	2	8	8	6	6	2
E745_01662	CP014529.1	1669229	1671268	+	2040	2929	2992	2955	2517	2111	2060
E745_01663	CP014529.1	1671377	1672528	-	1152	30	28	20	14	32	26
E745_01664	CP014529.1	1672682	1673212	-	531	11	16	25	16	16	12
E745_01665	CP014529.1	1673311	1673661	-	351	1	0	5	10	16	10
E745_01666	CP014529.1	1673818	1675347	-	1530	10	41	34	763	817	639
E745_01667	CP014529.1	1675357	1675920	-	564	6	6	2	222	220	182
E745_01668	CP014529.1	1676064	1676726	-	663	4	0	4	6	6	4
E745_01669	CP014529.1	1676910	1678556	+	1647	2	2	0	2	10	6
E745_01670	CP014529.1	1678547	1679629	+	1083	0	4	2	4	4	6
E745_01671	CP014529.1	1679737	1681290	-	1554	4	8	6	14	10	6
E745_01672	CP014529.1	1681438	1682727	+	1290	12	6	10	12	8	14
E745_01673	CP014529.1	1682853	1683890	-	1038	0	2	4	26	30	26
E745_01674	CP014529.1	1684041	1684481	-	441	24	32	32	36	44	40
E745_01675	CP014529.1	1684538	1684948	-	411	5	9	14	4	4	4
E745_01676	CP014529.1	1685129	1685563	-	435	4	0	2	6	2	0
E745_01677	CP014529.1	1685663	1686433	-	771	18	26	12	8	12	6
E745_01678	CP014529.1	1686900	1688666	+	1767	2	4	10	0	2	0
E745_01679	CP014529.1	1688768	1690027	+	1260	23	22	20	4	8	0
E745_01680	CP014529.1	1690174	1691475	+	1302	4	2	3	4	2	4
E745_01681	CP014529.1	1691478	1692329	+	852	2	0	0	0	4	2
E745_01682	CP014529.1	1692342	1693157	+	816	0	0	3	2	0	6
E745_01683	CP014529.1	1693308	1694474	+	1167	44	34	54	238	240	257
E745_01684	CP014529.1	1694704	1695351	+	648	98	82	83	130	108	101
E745_01685	CP014529.1	1695435	1696379	+	945	214	246	205	337	268	235
E745_01686	CP014529.1	1696514	1697965	+	1452	97	136	124	58	49	70
E745_01687	CP014529.1	1697986	1698822	+	837	83	68	52	48	24	32
E745_01688	CP014529.1	1698822	1699481	+	660	33	29	40	15	25	5
E745_01689	CP014529.1	1699607	1700296	+	690	2	2	4	9	12	4
E745_01690	CP014529.1	1700302	1701258	+	957	21	32	34	37	22	30
E745_01691	CP014529.1	1701302	1701814	+	513	29	27	18	27	28	38
E745_01692	CP014529.1	1702070	1702618	-	549	0	5	4	34	27	25
E745_01693	CP014529.1	1702707	1703888	-	1182	12	23	6	136	117	152
E745_01694	CP014529.1	1704124	1705632	-	1509	32	12	22	232	171	228
E745_01695	CP014529.1	1705791	1705982	+	192	14	14	8	70	71	86
E745_01696	CP014529.1	1706185	1707102	+	918	68	87	60	102	74	86
E745_01697	CP014529.1	1707095	1708168	+	1074	108	153	101	100	112	131
E745_01698	CP014529.1	1708316	1708834	+	519	2	3	2	34	19	16
E745_01699	CP014529.1	1708815	1709207	+	393	9	6	13	44	33	17
E745_01700	CP014529.1	1709283	1710218	+	936	8	10	12	42	37	40
E745_01701	CP014529.1	1710351	1711130	+	780	16	15	20	91	134	100
E745_01702	CP014529.1	1711123	1711440	+	318	0	2	0	4	8	4
E745_01703	CP014529.1	1711684	1713294	+	1611	35	28	42	245	218	244
E745_01704	CP014529.1	1713451	1714299	+	849	13	12	18	123	125	144
E745_01705	CP014529.1	1714530	1715009	+	480	50	40	28	66	79	68
E745_01706	CP014529.1	1715042	1717270	+	2229	154	140	114	207	178	181
E745_01707	CP014529.1	1717399	1719042	+	1644	185	150	186	77	77	77
E745_01708	CP014529.1	1719115	1719660	-	546	160	175	114	54	44	36
E745_01709	CP014529.1	1719683	1720168	-	486	108	112	144	53	35	24
E745_01710	CP014529.1	1720158	1720970	-	813	118	150	122	72	70	66
E745_01711	CP014529.1	1721101	1722642	-	1542	106	138	120	46	46	36
E745_01712	CP014529.1	1722751	1723782	-	1032	30	50	28	8	6	4
E745_01713	CP014529.1	1724506	1725492	+	987	701	672	645	18	9	18
E745_01714	CP014529.1	1725641	1726981	-	1341	15	15	30	16	13	17
E745_01715	CP014529.1	1726986	1727660	-	675	6	5	16	11	2	13
E745_01716	CP014529.1	1727882	1728955	+	1074	0	0	0	14	12	4
E745_01717	CP014529.1	1728961	1729647	+	687	0	0	0	2	4	0
E745_01718	CP014529.1	1729655	1730302	+	648	8	8	10	6	12	12
E745_01719	CP014529.1	1730375	1731766	-	1392	0	2	0	3	0	4
E745_01720	CP014529.1	1732023	1732814	+	792	0	0	0	4	0	0
E745_01721	CP014529.1	1732854	1735412	+	2559	4	0	2	6	4	4
E745_01722	CP014529.1	1735415	1736836	+	1422	0	2	0	6	4	6
E745_01723	CP014529.1	1736833	1738710	+	1878	0	2	4	6	2	0
E745_01724	CP014529.1	1738802	1739644	+	843	8	8	2	16	8	12
E745_01725	CP014529.1	1739796	1740671	-	876	0	8	2	22	20	12
E745_01726	CP014529.1	1740878	1741909	+	1032	28	26	28	116	121	112
E745_01727	CP014529.1	1741998	1742303	+	306	49	60	62	175	150	146
E745_01728	CP014529.1	1742482	1744497	+	2016	161	152	212	6	8	4
E745_01729	CP014529.1	1744499	1744783	+	285	0	7	4	2	0	0
E745_01730	CP014529.1	1744809	1746182	+	1374	2	0	0	0	2	2
E745_01731	CP014529.1	1746265	1748280	-	2016	2	2	10	2	4	2
E745_01732	CP014529.1	1748302	1749510	-	1209	0	2	0	0	0	0
E745_01733	CP014529.1	1749737	1750681	+	945	2	0	0	0	0	0
E745_01734	CP014529.1	1750726	1750899	+	174	0	0	0	0	0	0
E745_01735	CP014529.1	1750977	1751921	+	945	186	156	180	181	127	128
E745_01736	CP014529.1	1752588	1752986	-	399	4	2	9	2	3	2
E745_01737	CP014529.1	1752983	1753219	-	237	14	15	31	12	9	18
E745_01738	CP014529.1	1753379	1753696	-	318	0	6	6	33	30	18
E745_01739	CP014529.1	1753834	1756062	-	2229	48	49	63	273	188	184
E745_01740	CP014529.1	1756236	1756646	-	411	90	92	112	93	81	66
E745_01741	CP014529.1	1756763	1757926	-	1164	88	121	105	163	140	130
E745_01742	CP014529.1	1758104	1758958	-	855	10	10	8	31	15	30
E745_01743	CP014529.1	1759237	1760007	-	771	76	117	112	20	20	20
E745_01744	CP014529.1	1760010	1760891	-	882	59	104	94	24	22	13
E745_01745	CP014529.1	1760888	1761937	-	1050	229	348	280	40	44	61
E745_01746	CP014529.1	1762387	1763010	-	624	23	13	19	16	22	16
E745_01747	CP014529.1	1763060	1764013	-	954	12	8	16	22	19	8
E745_01748	CP014529.1	1764267	1765973	+	1707	314	296	314	302	264	204
E745_01749	CP014529.1	1766131	1767033	-	903	156	147	149	131	146	132
E745_01750	CP014529.1	1767030	1767734	-	705	90	59	100	109	99	72
E745_01751	CP014529.1	1767765	1768406	-	642	62	85	55	80	82	58
E745_01752	CP014529.1	1768746	1769375	-	630	71	107	43	45	28	34
E745_01753	CP014529.1	1769382	1770098	-	717	55	52	64	40	38	18
E745_01754	CP014529.1	1770095	1771027	-	933	33	43	39	23	9	18
E745_01755	CP014529.1	1771024	1771377	-	354	31	42	38	22	3	10
E745_01756	CP014529.1	1771352	1771798	-	447	49	19	48	13	14	23
E745_01757	CP014529.1	1771852	1775037	-	3186	267	263	271	124	108	96
E745_01758	CP014529.1	1775042	1776118	-	1077	91	105	95	36	48	28
E745_01759	CP014529.1	1776123	1777403	-	1281	55	61	98	22	24	21
E745_01760	CP014529.1	1777422	1778348	-	927	48	48	55	24	21	25
E745_01761	CP014529.1	1778361	1779644	-	1284	30	50	81	26	20	19
E745_01762	CP014529.1	1779658	1780197	-	540	66	57	57	30	8	13
E745_01763	CP014529.1	1780432	1781343	-	912	132	128	148	128	183	137
E745_01764	CP014529.1	1781340	1781804	-	465	75	77	54	50	60	45
E745_01765	CP014529.1	1781809	1782507	-	699	40	21	42	29	21	33
E745_01766	CP014529.1	1782494	1782880	-	387	59	58	72	48	39	51
E745_01767	CP014529.1	1783027	1784697	-	1671	772	738	720	94	64	76
E745_01768	CP014529.1	1784880	1785113	+	234	84	124	118	62	49	58
E745_01769	CP014529.1	1785212	1785643	-	432	35	51	26	62	40	46
E745_01770	CP014529.1	1785722	1786135	+	414	14	10	8	33	14	14
E745_01771	CP014529.1	1786173	1787321	-	1149	45	50	56	38	50	64
E745_01772	CP014529.1	1787443	1788039	-	597	54	66	63	44	46	44
E745_01773	CP014529.1	1788239	1790881	-	2643	159	174	106	838	779	678
E745_01774	CP014529.1	1791269	1791700	+	432	7	12	6	12	4	8
E745_01775	CP014529.1	1791745	1793094	-	1350	226	197	199	515	417	407
E745_01776	CP014529.1	1793164	1794327	-	1164	64	73	70	90	79	95
E745_01777	CP014529.1	1794456	1794779	+	324	0	0	2	4	2	0
E745_01778	CP014529.1	1794962	1796311	-	1350	0	0	4	6	0	0
E745_01779	CP014529.1	1796380	1797333	-	954	0	0	0	2	0	4
E745_01780	CP014529.1	1797435	1798625	-	1191	2	2	0	0	6	0
E745_01781	CP014529.1	1799049	1799270	-	222	6	4	5	8	2	4
E745_01782	CP014529.1	1799270	1799953	-	684	27	36	20	55	29	48
E745_01783	CP014529.1	1800034	1801530	-	1497	306	247	269	284	255	283
E745_01784	CP014529.1	1801576	1802742	-	1167	171	213	192	399	321	300
E745_01785	CP014529.1	1803340	1803759	-	420	179	176	206	278	289	248
E745_01786	CP014529.1	1803849	1804388	-	540	11	10	11	34	32	24
E745_01787	CP014529.1	1804452	1805099	+	648	18	13	14	48	50	41
E745_01788	CP014529.1	1805089	1807470	+	2382	138	184	178	527	395	355
E745_01789	CP014529.1	1807562	1808857	-	1296	6	6	6	10	8	11
E745_01790	CP014529.1	1809325	1809822	+	498	0	0	0	4	2	2
E745_01791	CP014529.1	1809948	1810625	-	678	84	86	111	86	66	92
E745_01792	CP014529.1	1810632	1811330	-	699	44	31	30	55	61	61
E745_01793	CP014529.1	1811598	1812782	+	1185	14	16	14	6	8	14
E745_01794	CP014529.1	1812788	1813231	-	444	0	2	10	4	2	4
E745_01795	CP014529.1	1813457	1813744	-	288	130	139	140	38	22	22
E745_01796	CP014529.1	1813915	1815267	-	1353	294	329	304	306	201	196
E745_01797	CP014529.1	1815540	1815986	-	447	22	21	24	64	42	46
E745_01798	CP014529.1	1816222	1817148	-	927	399	363	396	145	154	120
E745_01799	CP014529.1	1817288	1818175	-	888	10	14	18	44	14	34
E745_01800	CP014529.1	1818357	1819310	+	954	42	27	26	26	31	17
E745_01801	CP014529.1	1819488	1821485	-	1998	2117	2245	2235	1066	987	887
E745_01802	CP014529.1	1821587	1821838	-	252	74	68	44	96	93	102
E745_01803	CP014529.1	1821985	1822608	+	624	62	78	80	116	80	76
E745_01804	CP014529.1	1822788	1823006	+	219	102	110	101	8	8	18
E745_01805	CP014529.1	1823295	1823807	-	513	50	38	41	263	264	269
E745_01806	CP014529.1	1823821	1826118	-	2298	150	114	120	638	575	486
E745_01807	CP014529.1	1826260	1826694	-	435	81	58	48	48	30	38
E745_01808	CP014529.1	1826704	1827492	-	789	73	52	48	66	60	58
E745_01809	CP014529.1	1827489	1828430	-	942	32	34	44	91	76	67
E745_01810	CP014529.1	1828607	1829194	-	588	336	346	320	232	144	144
E745_01811	CP014529.1	1829415	1830728	-	1314	117	184	148	506	408	355
E745_01812	CP014529.1	1831016	1832026	+	1011	766	800	727	134	140	118
E745_01813	CP014529.1	1832111	1833046	-	936	18	22	22	132	84	88
E745_01814	CP014529.1	1833232	1834191	+	960	4	12	6	6	14	6
E745_01815	CP014529.1	1834277	1835371	-	1095	26	28	32	44	34	32
E745_01816	CP014529.1	1835560	1836321	+	762	20	16	26	136	92	116
E745_01817	CP014529.1	1836436	1836876	-	441	22	26	24	368	256	248
E745_01818	CP014529.1	1837096	1837851	+	756	26	34	27	452	470	413
E745_01819	CP014529.1	1837961	1838974	-	1014	122	117	154	206	221	203
E745_01820	CP014529.1	1839139	1840059	+	921	14	12	4	64	44	38
E745_01821	CP014529.1	1840339	1840839	-	501	18	18	25	66	50	49
E745_01822	CP014529.1	1840946	1841464	-	519	10	17	11	17	8	7
E745_01823	CP014529.1	1841465	1842820	-	1356	77	76	81	131	148	110
E745_01824	CP014529.1	1842823	1843656	-	834	22	9	12	80	60	50
E745_01825	CP014529.1	1843806	1844462	-	657	17	33	32	50	44	40
E745_01826	CP014529.1	1844478	1845125	-	648	16	22	18	46	21	38
E745_01827	CP014529.1	1845138	1845953	-	816	122	172	154	260	200	211
E745_01828	CP014529.1	1845967	1846704	-	738	96	159	108	146	144	132
E745_01829	CP014529.1	1846958	1847968	+	1011	48	48	54	196	132	176
E745_01830	CP014529.1	1848138	1850558	-	2421	124	106	113	585	517	556
E745_01831	CP014529.1	1850563	1851606	-	1044	29	40	36	241	234	214
E745_01832	CP014529.1	1851915	1852256	-	342	197	217	118	121	86	118
E745_01833	CP014529.1	1852325	1856047	-	3723	377	368	401	362	316	267
E745_01834	CP014529.1	1856044	1859571	-	3528	335	326	368	300	310	262
E745_01835	CP014529.1	1859842	1861137	+	1296	0	4	7	16	10	6
E745_01836	CP014529.1	1861272	1862102	-	831	36	42	33	102	112	91
E745_01837	CP014529.1	1862099	1862737	-	639	77	77	74	191	201	159
E745_01838	CP014529.1	1863124	1863720	+	597	6	2	2	13	16	18
E745_01839	CP014529.1	1863778	1864260	-	483	32	42	32	16	20	8
E745_01840	CP014529.1	1864366	1864563	-	198	59	55	24	35	16	21
E745_01841	CP014529.1	1864858	1865616	+	759	4	10	6	20	33	12
E745_01842	CP014529.1	1865676	1866104	+	429	111	126	122	43	35	32
E745_01844	CP014529.1	1866372	1866743	-	372	20	26	20	24	22	25
E745_01845	CP014529.1	1866958	1867143	+	186	1096	1375	1186	6	12	10
E745_01846	CP014529.1	1867226	1867414	-	189	44	44	38	36	17	21
E745_01847	CP014529.1	1867438	1867701	-	264	91	123	111	75	65	55
E745_01848	CP014529.1	1867859	1868116	+	258	6	4	2	8	2	6
E745_01849	CP014529.1	1868187	1868378	-	192	93	56	58	15	10	6
E745_01850	CP014529.1	1868519	1868839	-	321	38	31	28	3	2	2
E745_01851	CP014529.1	1868862	1869296	-	435	71	66	67	7	6	12
E745_01852	CP014529.1	1869631	1870269	+	639	96	167	134	74	60	70
E745_01854	CP014529.1	1871204	1871704	+	501	12	22	7	12	12	6
E745_01855	CP014529.1	1871894	1872238	-	345	345	432	420	184	135	103
E745_01856	CP014529.1	1872392	1873330	-	939	26	26	25	55	39	50
E745_01857	CP014529.1	1873499	1873990	+	492	32	66	62	60	63	56
E745_01858	CP014529.1	1874014	1876389	-	2376	94	84	82	88	82	72
E745_01859	CP014529.1	1876715	1877341	+	627	53	60	82	51	60	65
E745_01860	CP014529.1	1877364	1878068	+	705	41	38	39	20	21	38
E745_01861	CP014529.1	1878260	1879093	+	834	18	24	12	40	42	54
E745_01862	CP014529.1	1879290	1881218	+	1929	36	40	25	159	192	171
E745_01863	CP014529.1	1881356	1881811	+	456	16	8	9	44	18	20
E745_01864	CP014529.1	1882281	1882550	+	270	13	6	8	30	14	18
E745_01865	CP014529.1	1882950	1883204	+	255	46	52	47	302	341	304
E745_01866	CP014529.1	1883293	1884339	-	1047	53	56	56	66	44	54
E745_01867	CP014529.1	1884377	1886650	-	2274	29	28	33	26	12	20
E745_01868	CP014529.1	1886643	1887182	-	540	12	17	24	25	22	14
E745_01869	CP014529.1	1887318	1887536	-	219	2	7	2	10	13	15
E745_01870	CP014529.1	1887533	1887778	-	246	2	4	0	11	9	4
E745_01871	CP014529.1	1887894	1888511	-	618	6	0	0	0	4	0
E745_01872	CP014529.1	1888781	1889824	-	1044	69	78	81	125	125	124
E745_01873	CP014529.1	1889814	1890305	-	492	32	28	42	20	41	38
E745_01874	CP014529.1	1890302	1890862	-	561	12	19	40	55	48	45
E745_01875	CP014529.1	1890981	1891319	-	339	111	108	109	102	90	79
E745_01876	CP014529.1	1891303	1891749	-	447	67	88	62	100	59	80
E745_01877	CP014529.1	1891730	1892854	-	1125	121	131	146	156	152	117
E745_01878	CP014529.1	1892875	1896303	-	3429	547	541	588	900	666	728
E745_01879	CP014529.1	1896329	1897492	-	1164	137	173	118	283	224	240
E745_01880	CP014529.1	1897495	1897797	-	303	47	55	49	82	60	60
E745_01881	CP014529.1	1897911	1899683	-	1773	43	47	56	126	128	93
E745_01882	CP014529.1	1899944	1901773	-	1830	240	221	239	887	820	840
E745_01883	CP014529.1	1901941	1902699	-	759	24	21	39	52	49	40
E745_01884	CP014529.1	1902714	1902989	-	276	16	10	8	16	18	26
E745_01885	CP014529.1	1903151	1904557	-	1407	159	171	157	427	387	410
E745_01886	CP014529.1	1904565	1906208	-	1644	193	192	153	515	493	466
E745_01887	CP014529.1	1906233	1907210	-	978	47	63	53	213	176	160
E745_01888	CP014529.1	1907213	1908322	-	1110	77	63	86	306	307	266
E745_01889	CP014529.1	1908783	1910207	-	1425	14	14	10	14	12	18
E745_01890	CP014529.1	1910471	1911448	-	978	108	107	104	162	100	112
E745_01891	CP014529.1	1911705	1912910	-	1206	0	2	0	0	0	0
E745_01892	CP014529.1	1912912	1914438	-	1527	0	0	0	0	2	0
E745_01893	CP014529.1	1914492	1915580	-	1089	0	0	0	0	0	0
E745_01894	CP014529.1	1915800	1916816	+	1017	2	4	0	0	0	0
E745_01895	CP014529.1	1916830	1918281	+	1452	0	2	0	0	1	4
E745_01896	CP014529.1	1918274	1919839	+	1566	0	0	0	0	0	2
E745_01897	CP014529.1	1919972	1920886	-	915	1694	1725	1986	54	54	50
E745_01898	CP014529.1	1921008	1922282	-	1275	2043	2071	2465	14	3	2
E745_01899	CP014529.1	1922298	1923833	-	1536	2086	2040	2395	19	4	18
E745_01900	CP014529.1	1923830	1924408	-	579	534	504	555	3	0	2
E745_01901	CP014529.1	1924405	1925457	-	1053	1433	1534	1850	6	4	2
E745_01902	CP014529.1	1925480	1926919	-	1440	1603	1664	1909	8	4	0
E745_01903	CP014529.1	1926904	1929126	-	2223	3361	3648	3671	20	12	2
E745_01904	CP014529.1	1929127	1929798	-	672	1049	1052	1048	0	1	0
E745_01905	CP014529.1	1929800	1930054	-	255	260	286	298	0	0	0
E745_01906	CP014529.1	1930054	1930782	-	729	1073	1132	1191	2	7	2
E745_01907	CP014529.1	1931038	1931415	+	378	102	104	70	10	4	10
E745_01908	CP014529.1	1931595	1932890	-	1296	1362	1658	1349	139	168	108
E745_01909	CP014529.1	1932903	1934027	-	1125	583	547	591	79	57	50
E745_01910	CP014529.1	1934020	1934508	-	489	242	254	184	8	4	6
E745_01911	CP014529.1	1934924	1936231	-	1308	411	436	455	241	230	216
E745_01912	CP014529.1	1936234	1936815	-	582	208	279	232	113	94	93
E745_01913	CP014529.1	1937387	1938679	-	1293	0	2	4	2	2	2
E745_01914	CP014529.1	1938676	1939299	-	624	2	0	6	0	0	0
E745_01915	CP014529.1	1939302	1940138	-	837	0	0	0	0	0	0
